Yaw,Pitch,Roll,UncompAccX,UncompAccY,UncompAccZ,UncompGyroX,UncompGyroY,UncompGyroZ,Temperature,Pressure,MagX,MagY,MagZ,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,QuatX,QuatY,QuatZ,QuatS,LinAccelX,LinAccelY,LinAccelZ,LinAccelN,LinAccelE,LinAccelD
+075.834,+000.470,-000.483,+00.0766,+00.0694,-09.7808,+00.009746,-00.006399,-00.016820,+024.80,+098.22,+0.095,-0.047,+0.040,+00.0766,+00.0694,-09.7808,+00.000838,+00.000892,-00.000044,-0.00584634,+0.00064255,+0.614523,+0.788877,+00.0061,-00.0250,+00.0125,+00.0256,00.0000,+00.0127
+075.834,+000.470,-000.483,+00.0854,+00.0997,-09.7482,+00.008383,-00.006448,-00.016795,+024.80,+098.22,+0.095,-0.045,+0.036,+00.0854,+00.0997,-09.7482,-00.000524,+00.000843,-00.000020,-0.0058467,+0.000642702,+0.614523,+0.788877,+00.0051,+00.0171,+00.0449,-00.0156,+00.0095,+00.0447
+075.834,+000.470,-000.483,+00.0815,+00.0814,-09.7511,+00.009349,-00.005324,-00.017035,+024.78,+098.22,+0.095,-0.046,+0.039,+00.0815,+00.0814,-09.7511,+00.000441,+00.001967,-00.000259,-0.00584848,+0.000648635,+0.614521,+0.788878,+00.0157,+00.0111,+00.0593,-00.0072,+00.0185,+00.0591
+075.834,+000.470,-000.484,+00.1046,+00.0827,-09.7783,+00.008513,-00.007738,-00.016860,+024.79,+098.22,+0.096,-0.047,+0.037,+00.1046,+00.0827,-09.7783,-00.000395,-00.000446,-00.000085,-0.0058522,+0.000645139,+0.614522,+0.788878,+00.0242,+00.0000,+00.0147,+00.0058,+00.0236,+00.0145
+075.834,+000.471,-000.484,+00.0890,+00.0683,-09.7614,+00.009612,-00.007661,-00.017580,+024.78,+098.21,+0.095,-0.047,+0.039,+00.0890,+00.0683,-09.7614,+00.000704,-00.000370,-00.000804,-0.00585497,+0.000646868,+0.614522,+0.788878,-00.0156,-00.0153,+00.0219,+00.0109,-00.0187,+00.0221
+075.834,+000.471,-000.484,+00.0676,+00.0940,-09.7671,+00.008647,-00.006631,-00.017208,+024.79,+098.21,+0.095,-0.047,+0.036,+00.0676,+00.0940,-09.7671,-00.000261,+00.000660,-00.000432,-0.00585792,+0.000646396,+0.614521,+0.788879,-00.0129,+00.0113,+00.0260,-00.0143,-00.0095,+00.0260
+075.834,+000.471,-000.484,+00.0569,+00.0994,-09.7940,+00.008352,-00.006551,-00.015570,+024.80,+098.23,+0.094,-0.045,+0.040,+00.0569,+00.0994,-09.7940,-00.000555,+00.000740,+00.001206,-0.00586033,+0.000644353,+0.61452,+0.788879,+00.0034,+00.0097,+00.0017,-00.0086,+00.0057,+00.0016
+075.834,+000.471,-000.484,+00.0604,+00.0760,-09.7294,+00.009699,-00.007929,-00.016037,+024.79,+098.22,+0.094,-0.049,+0.037,+00.0604,+00.0760,-09.7294,+00.000792,-00.000638,+00.000739,-0.00585926,+0.00064228,+0.614524,+0.788877,-00.0201,-00.0068,+00.0636,+00.0013,-00.0205,+00.0638
+075.834,+000.471,-000.484,+00.0824,+00.0790,-09.7768,+00.009626,-00.006400,-00.016366,+024.78,+098.22,+0.094,-0.047,+0.036,+00.0824,+00.0790,-09.7768,+00.000719,+00.000891,+00.000410,-0.005859,+0.000646069,+0.614523,+0.788877,+00.0077,-00.0016,+00.0166,+00.0033,+00.0072,+00.0166
+075.834,+000.471,-000.484,+00.0900,+00.0955,-09.7464,+00.008859,-00.007912,-00.016547,+024.79,+098.21,+0.095,-0.045,+0.038,+00.0900,+00.0955,-09.7464,-00.000048,-00.000621,+00.000229,-0.0058594,+0.000643817,+0.614521,+0.788879,+00.0095,+00.0127,+00.0466,-00.0103,+00.0128,+00.0464
+075.834,+000.471,-000.484,+00.0875,+00.0680,-09.7744,+00.009991,-00.006496,-00.016378,+024.79,+098.22,+0.095,-0.047,+0.036,+00.0875,+00.0680,-09.7744,+00.001084,+00.000795,+00.000398,-0.00585934,+0.000645214,+0.614522,+0.788878,-00.0042,-00.0268,+00.0069,+00.0249,-00.0106,+00.0072
+075.834,+000.471,-000.485,+00.0628,+00.0996,-09.7763,+00.008321,-00.007491,-00.016697,+024.80,+098.22,+0.095,-0.047,+0.036,+00.0628,+00.0996,-09.7763,-00.000587,-00.000200,+00.000079,-0.00586102,+0.000643787,+0.614522,+0.788878,-00.0177,+00.0168,+00.0168,-00.0207,-00.0129,+00.0168
+075.834,+000.471,-000.484,+00.0733,+00.0827,-09.7562,+00.009695,-00.007590,-00.016437,+024.80,+098.22,+0.094,-0.048,+0.039,+00.0733,+00.0827,-09.7562,+00.000787,-00.000299,+00.000338,-0.00585977,+0.000643681,+0.614524,+0.788876,+00.0165,-00.0152,+00.0375,+00.0185,+00.0126,+00.0375
+075.834,+000.471,-000.484,+00.0747,+00.0736,-09.7333,+00.008922,-00.007595,-00.016957,+024.80,+098.23,+0.095,-0.045,+0.038,+00.0747,+00.0736,-09.7333,+00.000014,-00.000304,-00.000181,-0.00585851,+0.000644571,+0.614526,+0.788875,-00.0058,-00.0092,+00.0597,+00.0071,-00.0073,+00.0598
+075.834,+000.471,-000.485,+00.1061,+00.0679,-09.7704,+00.007222,-00.008274,-00.017534,+024.79,+098.22,+0.095,-0.047,+0.037,+00.1061,+00.0679,-09.7704,-00.001686,-00.000982,-00.000758,-0.00585925,+0.000640648,+0.614525,+0.788876,-00.0079,-00.0131,-00.0066,+00.0108,-00.0109,-00.0065
+075.834,+000.471,-000.485,+00.1017,+00.0819,-09.7862,+00.009415,-00.007308,-00.017285,+024.78,+098.22,+0.094,-0.047,+0.037,+00.1017,+00.0819,-09.7862,+00.000507,-00.000016,-00.000510,-0.00586062,+0.00064169,+0.614524,+0.788876,+00.0213,-00.0009,+00.0068,+00.0060,+00.0205,+00.0067
+075.834,+000.471,-000.485,+00.0830,+00.0978,-09.7833,+00.009762,-00.007031,-00.018033,+024.78,+098.21,+0.094,-0.046,+0.038,+00.0830,+00.0978,-09.7833,+00.000854,+00.000260,-00.001257,-0.00585946,+0.000640906,+0.61452,+0.788879,+00.0019,+00.0071,+00.0266,-00.0065,+00.0038,+00.0265
+075.834,+000.471,-000.485,+00.0742,+00.0872,-09.7492,+00.008606,-00.005972,-00.016129,+024.80,+098.21,+0.095,-0.046,+0.037,+00.0742,+00.0872,-09.7492,-00.000302,+00.001320,+00.000646,-0.00586255,+0.000642877,+0.61452,+0.78888,-00.0063,+00.0043,+00.0439,-00.0060,-00.0046,+00.0439
+075.834,+000.471,-000.485,+00.0649,+00.0856,-09.7816,+00.008786,-00.006384,-00.016705,+024.80,+098.21,+0.094,-0.048,+0.037,+00.0649,+00.0856,-09.7816,-00.000121,+00.000907,+00.000070,-0.00586569,+0.000645544,+0.614521,+0.788879,+00.0083,+00.0074,+00.0087,-00.0052,+00.0099,+00.0086
+075.833,+000.471,-000.485,+00.0902,+00.0835,-09.7795,+00.008386,-00.006676,-00.017615,+024.80,+098.22,+0.094,-0.047,+0.038,+00.0902,+00.0835,-09.7795,-00.000522,+00.000615,-00.000840,-0.00586833,+0.000644221,+0.614515,+0.788883,+00.0096,+00.0006,+00.0135,+00.0017,+00.0096,+00.0135
+075.832,+000.471,-000.485,+00.0853,+00.0954,-09.7566,+00.009518,-00.008191,-00.017639,+024.80,+098.23,+0.095,-0.047,+0.038,+00.0853,+00.0954,-09.7566,+00.000611,-00.000900,-00.000864,-0.00586529,+0.000644848,+0.614512,+0.788886,-00.0053,+00.0071,+00.0341,-00.0084,-00.0031,+00.0341
+075.832,+000.471,-000.485,+00.0746,+00.0907,-09.7527,+00.007529,-00.008242,-00.018328,+024.79,+098.21,+0.095,-0.047,+0.037,+00.0746,+00.0907,-09.7527,-00.001379,-00.000951,-00.001553,-0.00586625,+0.000640047,+0.614506,+0.78889,-00.0059,+00.0078,+00.0404,-00.0092,-00.0034,+00.0404
+075.831,+000.471,-000.485,+00.0551,+00.0711,-09.7517,+00.008749,-00.009004,-00.018496,+024.78,+098.21,+0.096,-0.045,+0.038,+00.0551,+00.0711,-09.7517,-00.000158,-00.001713,-00.001720,-0.00586502,+0.000638124,+0.614499,+0.788895,-00.0019,+00.0101,+00.0346,-00.0105,+00.0009,+00.0345
+075.829,+000.470,-000.485,+00.0859,+00.0693,-09.7403,+00.009511,-00.008680,-00.020435,+024.80,+098.23,+0.094,-0.046,+0.036,+00.0859,+00.0693,-09.7403,+00.000603,-00.001389,-00.003660,-0.0058609,+0.00063624,+0.614487,+0.788905,+00.0055,-00.0136,+00.0528,+00.0142,+00.0025,+00.0528
+075.826,+000.470,-000.485,+00.1032,+00.0714,-09.7443,+00.007836,-00.007050,-00.026178,+024.79,+098.22,+0.095,-0.046,+0.040,+00.1032,+00.0714,-09.7443,-00.001071,+00.000241,-00.009402,-0.0058639,+0.00063549,+0.614467,+0.78892,+00.0184,-00.0058,+00.0200,+00.0100,+00.0166,+00.0199
+075.805,+000.470,-000.486,+00.2897,-00.0476,-09.7688,+00.008429,-00.007345,-00.075221,+024.78,+098.22,+0.096,-0.046,+0.038,+00.2897,-00.0476,-09.7688,-00.000478,-00.000054,-00.058446,-0.00586662,+0.000634205,+0.61432,+0.789035,+00.2093,-00.1306,+00.0242,+00.1778,+00.1711,+00.0236
+075.717,+000.470,-000.486,+00.3508,-00.0975,-09.7737,+00.010187,-00.007322,-00.270953,+024.78,+098.22,+0.095,-0.046,+0.038,+00.3508,-00.0975,-09.7737,+00.001280,-00.000031,-00.254177,-0.00586641,+0.000639801,+0.61372,+0.789502,+00.3331,-00.2439,+00.0406,+00.3183,+00.2631,+00.0399
+075.541,+000.467,-000.485,-00.3908,-00.1888,-09.7236,+00.012567,-00.012976,-00.345006,+024.78,+098.21,+0.096,-0.046,+0.040,-00.3908,-00.1888,-09.7236,+00.003660,-00.005685,-00.328230,-0.005847,+0.000629204,+0.612504,+0.790445,-00.4707,-00.2718,+00.0694,+00.1452,-00.5229,+00.0756
+075.275,+000.466,-000.486,+00.3514,+00.3952,-09.7989,+00.010815,-00.001741,-00.607257,+024.78,+098.22,+0.097,-0.045,+0.038,+00.3514,+00.3952,-09.7989,+00.001908,+00.005550,-00.590481,-0.0058402,+0.000630571,+0.610667,+0.791866,+00.0838,-00.0329,+00.0041,+00.0530,+00.0727,+00.0037
+075.044,+000.465,-000.487,+00.0912,+00.5364,-09.7440,+00.011337,-00.003228,-00.344744,+024.80,+098.23,+0.098,-0.043,+0.039,+00.0912,+00.5364,-09.7440,+00.002430,+00.004063,-00.327968,-0.00584278,+0.000633737,+0.609071,+0.793094,+00.0117,+00.4532,+00.0491,-00.4351,+00.1287,+00.0451
+074.927,+000.465,-000.488,-00.0105,-00.0070,-09.7498,+00.009146,-00.005831,-00.296251,+024.79,+098.22,+0.097,-0.043,+0.038,-00.0105,-00.0070,-09.7498,+00.000239,+00.001461,-00.279475,-0.00584815,+0.000635953,+0.608258,+0.793718,-00.1237,-00.0704,+00.0580,+00.0355,-00.1372,+00.0596
+074.771,+000.465,-000.488,+00.0815,+00.1692,-09.7470,+00.010827,-00.007327,-00.277396,+024.80,+098.22,+0.099,-0.043,+0.038,+00.0815,+00.1692,-09.7470,+00.001919,-00.000035,-00.260620,-0.00584591,+0.00063656,+0.607181,+0.794542,+00.0020,+00.0858,+00.0461,-00.0826,+00.0250,+00.0454
+074.676,+000.463,-000.488,+00.0910,+00.2067,-09.7751,+00.010875,-00.008377,-00.219508,+024.78,+098.21,+0.100,-0.041,+0.038,+00.0910,+00.2067,-09.7751,+00.001968,-00.001085,-00.202732,-0.00584053,+0.000631748,+0.606519,+0.795047,+00.0230,+00.1051,+00.0323,-00.0955,+00.0503,+00.0312
+074.568,+000.462,-000.488,+00.0632,+00.0338,-09.7230,+00.010826,-00.009033,-00.209294,+024.78,+098.21,+0.100,-0.041,+0.038,+00.0632,+00.0338,-09.7230,+00.001919,-00.001742,-00.192519,-0.0058315,+0.000625705,+0.60577,+0.795618,-00.0158,-00.0496,+00.0700,+00.0432,-00.0277,+00.0706
+074.473,+000.460,-000.489,+00.0663,+00.1369,-09.7769,+00.009788,-00.009982,-00.235756,+024.78,+098.21,+0.100,-0.041,+0.039,+00.0663,+00.1369,-09.7769,+00.000881,-00.002691,-00.218980,-0.00582521,+0.000616209,+0.605108,+0.796122,-00.0274,+00.0211,+00.0348,-00.0279,-00.0204,+00.0349
+074.381,+000.458,-000.490,+00.1596,+00.2608,-09.7755,+00.009136,-00.010061,-00.149044,+024.79,+098.23,+0.101,-0.041,+0.039,+00.1596,+00.2608,-09.7755,+00.000228,-00.002770,-00.132269,-0.00581945,+0.000602348,+0.604467,+0.796609,+00.0813,+00.1771,+00.0175,-00.1488,+00.1261,+00.0154
+074.340,+000.457,-000.490,+00.0941,+00.0857,-09.7291,+00.009241,-00.008417,-00.107261,+024.79,+098.21,+0.101,-0.040,+0.039,+00.0941,+00.0857,-09.7291,+00.000334,-00.001125,-00.090485,-0.00581408,+0.000594337,+0.604188,+0.796821,+00.0090,+00.0209,+00.0722,-00.0181,+00.0150,+00.0719
+074.295,+000.456,-000.490,+00.0887,+00.1277,-09.7927,+00.010158,-00.008194,-00.090099,+024.80,+098.22,+0.100,-0.041,+0.038,+00.0887,+00.1277,-09.7927,+00.001251,-00.000903,-00.073323,-0.00581041,+0.000590692,+0.603871,+0.797061,+00.0107,+00.0440,+00.0004,-00.0394,+00.0222,-00.0001
+074.271,+000.455,-000.490,+00.0716,+00.1230,-09.7922,+00.010141,-00.007590,-00.066677,+024.79,+098.23,+0.101,-0.038,+0.038,+00.0716,+00.1230,-09.7922,+00.001234,-00.000299,-00.049901,-0.00580649,+0.000586931,+0.603705,+0.797187,+00.0192,+00.0554,-00.0083,-00.0481,+00.0334,-00.0089
+074.239,+000.455,-000.490,+00.0647,+00.0669,-09.7549,+00.009894,-00.007708,-00.077965,+024.79,+098.23,+0.100,-0.041,+0.038,+00.0647,+00.0669,-09.7549,+00.000987,-00.000417,-00.061190,-0.00580071,+0.000584423,+0.603483,+0.797355,-00.0130,-00.0167,+00.0381,+00.0124,-00.0167,+00.0384
+074.199,+000.454,-000.490,+00.0431,-00.0316,-09.7858,+00.009204,-00.008181,-00.127855,+024.78,+098.21,+0.102,-0.041,+0.040,+00.0431,-00.0316,-09.7858,+00.000297,-00.000890,-00.111079,-0.00579531,+0.000581201,+0.603206,+0.797564,-00.0327,-00.1107,+00.0038,+00.0976,-00.0616,+00.0050
+074.116,+000.453,-000.490,+00.0611,+00.0331,-09.7455,+00.009702,-00.007699,-00.174395,+024.79,+098.21,+0.100,-0.040,+0.040,+00.0611,+00.0331,-09.7455,+00.000794,-00.000407,-00.157620,-0.00578962,+0.000576432,+0.602625,+0.798004,-00.0163,-00.0506,+00.0476,+00.0439,-00.0290,+00.0481
+074.045,+000.452,-000.490,+00.0817,+00.1048,-09.7642,+00.009970,-00.006263,-00.179127,+024.78,+098.21,+0.102,-0.041,+0.040,+00.0817,+00.1048,-09.7642,+00.001063,+00.001028,-00.162351,-0.00578862,+0.000577638,+0.60213,+0.798377,-00.0220,-00.0283,+00.0247,+00.0210,-00.0287,+00.0251
+073.978,+000.452,-000.491,+00.0980,+00.1727,-09.7578,+00.007700,-00.007523,-00.119822,+024.78,+098.22,+0.102,-0.039,+0.041,+00.0980,+00.1727,-09.7578,-00.001208,-00.000231,-00.103047,-0.00579151,+0.000573015,+0.601664,+0.798728,+00.0208,+00.0888,+00.0353,-00.0799,+00.0449,+00.0344
+073.949,+000.452,-000.491,+00.0630,+00.1291,-09.7310,+00.007730,-00.007012,-00.075964,+024.79,+098.22,+0.102,-0.041,+0.039,+00.0630,+00.1291,-09.7310,-00.001177,+00.000279,-00.059188,-0.00579266,+0.000570845,+0.601464,+0.798879,+00.0159,+00.0438,+00.0466,-00.0380,+00.0278,+00.0461
+073.918,+000.451,-000.492,+00.0731,+00.0554,-09.8002,+00.008567,-00.006234,-00.071652,+024.78,+098.22,+0.101,-0.039,+0.041,+00.0731,+00.0554,-09.8002,-00.000340,+00.001057,-00.054876,-0.00579548,+0.000568075,+0.601246,+0.799043,-00.0041,-00.0287,-00.0072,+00.0265,-00.0119,-00.0069
+073.896,+000.451,-000.491,+00.0906,+00.1037,-09.7680,+00.008366,-00.007388,-00.065476,+024.78,+098.22,+0.103,-0.039,+0.039,+00.0906,+00.1037,-09.7680,-00.000542,-00.000096,-00.048700,-0.00579401,+0.000568117,+0.60109,+0.79916,-00.0045,+00.0120,+00.0230,-00.0129,-00.0007,+00.0229
+073.872,+000.452,-000.492,+00.0984,+00.1060,-09.7666,+00.009082,-00.006059,-00.055563,+024.78,+098.22,+0.103,-0.039,+0.039,+00.0984,+00.1060,-09.7666,+00.000174,+00.001232,-00.038787,-0.00579893,+0.0005739,+0.600925,+0.799284,+00.0211,+00.0220,+00.0265,-00.0154,+00.0267,+00.0262
+073.853,+000.452,-000.492,+00.0879,+00.0222,-09.7856,+00.008778,-00.007429,-00.066892,+024.78,+098.20,+0.102,-0.038,+0.040,+00.0879,+00.0222,-09.7856,-00.000129,-00.000138,-00.050117,-0.00579922,+0.00057158,+0.600791,+0.799385,+00.0072,-00.0654,+00.0177,+00.0647,-00.0111,+00.0182
+073.816,+000.451,-000.492,+00.0543,+00.0689,-09.7475,+00.009341,-00.008213,-00.083618,+024.78,+098.22,+0.101,-0.038,+0.040,+00.0543,+00.0689,-09.7475,+00.000434,-00.000922,-00.066842,-0.00579542,+0.000569673,+0.600534,+0.799579,-00.0228,-00.0151,+00.0456,+00.0079,-00.0257,+00.0459
+073.786,+000.450,-000.492,+00.0761,+00.0751,-09.7724,+00.008935,-00.008622,-00.086406,+024.78,+098.22,+0.103,-0.038,+0.041,+00.0761,+00.0751,-09.7724,+00.000027,-00.001330,-00.069630,-0.00579222,+0.000566697,+0.600324,+0.799736,+00.0129,-00.0107,+00.0165,+00.0138,+00.0095,+00.0165
+073.753,+000.450,-000.492,+00.1006,+00.1529,-09.7854,+00.008741,-00.008177,-00.068317,+024.78,+098.22,+0.102,-0.041,+0.040,+00.1006,+00.1529,-09.7854,-00.000167,-00.000886,-00.051542,-0.00579352,+0.000560944,+0.600093,+0.799909,+00.0237,+00.0687,+00.0077,-00.0593,+00.0421,+00.0069
+073.739,+000.450,-000.493,+00.0879,+00.1457,-09.7705,+00.008876,-00.007136,-00.038744,+024.78,+098.22,+0.101,-0.037,+0.039,+00.0879,+00.1457,-09.7705,-00.000031,+00.000156,-00.021968,-0.00579458,+0.00056277,+0.6,+0.799979,-00.0018,+00.0707,+00.0251,-00.0686,+00.0184,+00.0245
+073.734,+000.450,-000.493,+00.0572,+00.1122,-09.7625,+00.009334,-00.006951,-00.021825,+024.78,+098.22,+0.102,-0.037,+0.040,+00.0572,+00.1122,-09.7625,+00.000427,+00.000340,-00.005049,-0.00579499,+0.000560497,+0.599965,+0.800005,-00.0197,+00.0279,+00.0306,-00.0325,-00.0108,+00.0305
+073.734,+000.450,-000.493,+00.0707,+00.0937,-09.7752,+00.008884,-00.006448,-00.016358,+024.78,+098.21,+0.103,-0.040,+0.041,+00.0707,+00.0937,-09.7752,-00.000023,+00.000843,+00.000418,-0.00579544,+0.000562086,+0.599962,+0.800008,-00.0107,-00.0001,+00.0151,-00.0030,-00.0102,+00.0152
+073.734,+000.450,-000.493,+00.0643,+00.0802,-09.7921,+00.009209,-00.008044,-00.016365,+024.78,+098.22,+0.103,-0.039,+0.039,+00.0643,+00.0802,-09.7921,+00.000302,-00.000753,+00.000411,-0.00579756,+0.00055892,+0.599963,+0.800006,-00.0126,-00.0041,+00.0010,+00.0004,-00.0132,+00.0011
+073.734,+000.450,-000.493,+00.0781,+00.0765,-09.7654,+00.008605,-00.006144,-00.016130,+024.78,+098.22,+0.102,-0.038,+0.042,+00.0781,+00.0765,-09.7654,-00.000302,+00.001147,+00.000645,-0.0057995,+0.000559631,+0.599965,+0.800005,+00.0021,+00.0059,+00.0231,-00.0052,+00.0039,+00.0230
+073.734,+000.451,-000.494,+00.0713,+00.0984,-09.7470,+00.007710,-00.005151,-00.017018,+024.78,+098.22,+0.103,-0.041,+0.040,+00.0713,+00.0984,-09.7470,-00.001198,+00.002140,-00.000242,-0.00580653,+0.000562226,+0.599965,+0.800005,-00.0057,+00.0140,+00.0461,-00.0153,-00.0011,+00.0460
+073.735,+000.451,-000.494,+00.0913,+00.0853,-09.7514,+00.009047,-00.006329,-00.015764,+024.78,+098.21,+0.102,-0.038,+0.040,+00.0913,+00.0853,-09.7514,+00.000139,+00.000962,+00.001012,-0.00581052,+0.00056537,+0.599969,+0.800002,-00.0102,+00.0040,+00.0407,-00.0069,-00.0083,+00.0407
+073.735,+000.452,-000.494,+00.0604,+00.1067,-09.7834,+00.009489,-00.006978,-00.015389,+024.80,+098.23,+0.102,-0.039,+0.039,+00.0604,+00.1067,-09.7834,+00.000582,+00.000313,+00.001386,-0.00581192,+0.000568026,+0.59997,+0.800001,-00.0168,+00.0223,+00.0097,-00.0262,-00.0097,+00.0096
+073.736,+000.452,-000.494,+00.0911,+00.1007,-09.7315,+00.008589,-00.008159,-00.016814,+024.79,+098.23,+0.101,-0.038,+0.038,+00.0911,+00.1007,-09.7315,-00.000319,-00.000868,-00.000038,-0.0058135,+0.00056665,+0.599973,+0.799999,+00.0393,+00.0091,+00.0415,+00.0020,+00.0406,+00.0411
+073.736,+000.452,-000.494,+00.1067,+00.0926,-09.7921,+00.008629,-00.007053,-00.015786,+024.78,+098.22,+0.102,-0.037,+0.041,+00.1067,+00.0926,-09.7921,-00.000279,+00.000238,+00.000989,-0.00581771,+0.000567635,+0.599977,+0.799996,+00.0294,+00.0081,+00.0010,+00.0004,+00.0305,+00.0007
+073.736,+000.452,-000.494,+00.0949,+00.0759,-09.7320,+00.008727,-00.006120,-00.016492,+024.78,+098.21,+0.102,-0.039,+0.040,+00.0949,+00.0759,-09.7320,-00.000180,+00.001172,+00.000283,-0.00581964,+0.000570663,+0.599979,+0.799994,-00.0021,+00.0001,+00.0618,-00.0011,-00.0014,+00.0618
+073.737,+000.453,-000.494,+00.0974,+00.0875,-09.7525,+00.008067,-00.004965,-00.015874,+024.78,+098.21,+0.102,-0.038,+0.041,+00.0974,+00.0875,-09.7525,-00.000840,+00.002327,+00.000901,-0.00582418,+0.000574222,+0.599981,+0.799993,+00.0199,+00.0030,+00.0406,+00.0025,+00.0204,+00.0404
+073.736,+000.453,-000.495,+00.0683,+00.0918,-09.7333,+00.009427,-00.007053,-00.016887,+024.78,+098.22,+0.102,-0.038,+0.040,+00.0683,+00.0918,-09.7333,+00.000519,+00.000239,-00.000111,-0.00582571,+0.00057567,+0.59998,+0.799993,-00.0029,+00.0039,+00.0755,-00.0050,-00.0009,+00.0755
+073.737,+000.453,-000.494,+00.0743,+00.0808,-09.7689,+00.009652,-00.007675,-00.016511,+024.79,+098.22,+0.102,-0.037,+0.040,+00.0743,+00.0808,-09.7689,+00.000745,-00.000384,+00.000265,-0.00582145,+0.000576028,+0.599982,+0.799992,-00.0031,-00.0036,+00.0242,+00.0024,-00.0038,+00.0243
+073.737,+000.453,-000.494,+00.0641,+00.0723,-09.7931,+00.009628,-00.008997,-00.016442,+024.78,+098.22,+0.102,-0.039,+0.041,+00.0641,+00.0723,-09.7931,+00.000721,-00.001706,+00.000333,-0.00581929,+0.000576559,+0.599983,+0.799991,+00.0078,-00.0146,+00.0097,+00.0162,+00.0035,+00.0097
+073.737,+000.453,-000.493,+00.0677,+00.0984,-09.8065,+00.009293,-00.007838,-00.017276,+024.78,+098.21,+0.102,-0.038,+0.040,+00.0677,+00.0984,-09.8065,+00.000386,-00.000546,-00.000500,-0.00581445,+0.000575763,+0.599982,+0.799993,-00.0096,+00.0141,-00.0134,-00.0161,-00.0054,-00.0135
+073.736,+000.452,-000.493,+00.0888,+00.1015,-09.7491,+00.009349,-00.007059,-00.017728,+024.79,+098.21,+0.103,-0.038,+0.039,+00.0888,+00.1015,-09.7491,+00.000442,+00.000233,-00.000952,-0.00581101,+0.000574394,+0.599977,+0.799996,-00.0106,+00.0358,+00.0521,-00.0377,+00.0003,+00.0518
+073.735,+000.453,-000.493,+00.0474,+00.0931,-09.7717,+00.010219,-00.006076,-00.019529,+024.78,+098.22,+0.103,-0.038,+0.040,+00.0474,+00.0931,-09.7717,+00.001312,+00.001216,-00.002753,-0.00580957,+0.000579548,+0.599969,+0.800002,-00.0299,+00.0089,+00.0214,-00.0171,-00.0260,+00.0216
+073.734,+000.453,-000.493,+00.0683,+00.0635,-09.7313,+00.009663,-00.006797,-00.020868,+024.78,+098.22,+0.103,-0.039,+0.041,+00.0683,+00.0635,-09.7313,+00.000756,+00.000494,-00.004092,-0.00580847,+0.000581197,+0.599961,+0.800008,+00.0058,-00.0315,+00.0557,+00.0315,-00.0027,+00.0559
+073.731,+000.453,-000.492,+00.0745,+00.0824,-09.8125,+00.008659,-00.006951,-00.022005,+024.78,+098.22,+0.102,-0.040,+0.040,+00.0745,+00.0824,-09.8125,-00.000248,+00.000340,-00.005229,-0.00580805,+0.000584961,+0.59994,+0.800023,-00.0029,-00.0017,-00.0194,+00.0010,-00.0035,-00.0193
+073.728,+000.454,-000.492,+00.0740,+00.0822,-09.7686,+00.008811,-00.005298,-00.023289,+024.78,+098.21,+0.103,-0.040,+0.039,+00.0740,+00.0822,-09.7686,-00.000096,+00.001993,-00.006513,-0.0058117,+0.00059135,+0.599922,+0.800037,-00.0034,-00.0024,+00.0316,+00.0011,-00.0036,+00.0316
+073.724,+000.454,-000.492,+00.0584,+00.0715,-09.7479,+00.008012,-00.007416,-00.023595,+024.78,+098.22,+0.104,-0.039,+0.040,+00.0584,+00.0715,-09.7479,-00.000896,-00.000125,-00.006819,-0.00581343,+0.000589852,+0.599895,+0.800057,-00.0191,-00.0127,+00.0452,+00.0065,-00.0215,+00.0454
+073.721,+000.454,-000.492,+00.1010,+00.0808,-09.7858,+00.008246,-00.005473,-00.024338,+024.78,+098.21,+0.102,-0.038,+0.038,+00.1010,+00.0808,-09.7858,-00.000662,+00.001818,-00.007562,-0.00581698,+0.000594752,+0.599874,+0.800073,+00.0066,-00.0027,+00.0092,+00.0044,+00.0057,+00.0092
+073.717,+000.455,-000.493,+00.0937,+00.0768,-09.7801,+00.008336,-00.006699,-00.024425,+024.78,+098.22,+0.102,-0.036,+0.040,+00.0937,+00.0768,-09.7801,-00.000571,+00.000592,-00.007649,-0.00582182,+0.000595636,+0.599844,+0.800096,+00.0160,-00.0075,+00.0130,+00.0116,+00.0133,+00.0129
+073.714,+000.455,-000.493,+00.1118,+00.0740,-09.7379,+00.008665,-00.008810,-00.026369,+024.78,+098.22,+0.104,-0.038,+0.039,+00.1118,+00.0740,-09.7379,-00.000242,-00.001518,-00.009593,-0.0058216,+0.000592978,+0.59982,+0.800114,+00.0470,-00.0073,+00.0694,+00.0197,+00.0437,+00.0691
+073.705,+000.455,-000.493,+00.1018,+00.0521,-09.7800,+00.008547,-00.006423,-00.034187,+024.78,+098.21,+0.104,-0.038,+0.041,+00.1018,+00.0521,-09.7800,-00.000360,+00.000868,-00.017412,-0.00582586,+0.00059726,+0.59976,+0.800158,+00.0240,-00.0322,+00.0131,+00.0376,+00.0141,+00.0132
+073.695,+000.455,-000.494,+00.1255,+00.0858,-09.7603,+00.007501,-00.008544,-00.043765,+024.79,+098.22,+0.102,-0.038,+0.039,+00.1255,+00.0858,-09.7603,-00.001406,-00.001252,-00.026989,-0.00582915,+0.000594524,+0.599688,+0.800213,+00.0352,+00.0030,+00.0386,+00.0068,+00.0350,+00.0383
